期号,百位,十位,个位,和值,跨度,重复数字
4924,7 ,7 ,7 ,21,0,1
4925,7 ,0 ,5 ,12,7,0
4926,1 ,9 ,1 ,11,8,1
4927,8 ,2 ,8 ,18,6,1
4928,7 ,9 ,0 ,16,9,0
4929,7 ,5 ,5 ,17,2,1
4930,4 ,4 ,6 ,14,2,1
4931,0 ,1 ,1 ,2,1,1
4932,7 ,0 ,6 ,13,7,0
4933,8 ,4 ,5 ,17,4,0
4934,6 ,1 ,2 ,9,5,0
4935,9 ,8 ,1 ,18,8,0
4936,1 ,4 ,4 ,9,3,1
4937,8 ,6 ,4 ,18,4,0
4938,9 ,1 ,5 ,15,8,0
4939,5 ,7 ,7 ,19,2,1
4940,5 ,0 ,8 ,13,8,0
4941,0 ,2 ,0 ,2,2,1
4942,9 ,7 ,7 ,23,2,1
4943,9 ,9 ,9 ,27,0,1
4944,6 ,9 ,6 ,21,3,1
4945,7 ,9 ,5 ,21,4,0
4946,8 ,9 ,6 ,23,3,0
4947,1 ,0 ,0 ,1,1,1
4948,9 ,2 ,0 ,11,9,0
4949,6 ,2 ,8 ,16,6,0
4950,2 ,3 ,2 ,7,1,1
4951,3 ,6 ,1 ,10,5,0
4952,8 ,8 ,8 ,24,0,1
4953,2 ,3 ,6 ,11,4,0
4954,6 ,5 ,7 ,18,2,0
4955,2 ,5 ,6 ,13,4,0
4956,2 ,7 ,1 ,10,6,0
4957,1 ,2 ,0 ,3,2,0
4958,4 ,7 ,5 ,16,3,0
4959,7 ,5 ,1 ,13,6,0
4960,6 ,0 ,2 ,8,6,0
4961,3 ,9 ,2 ,14,7,0
4962,4 ,7 ,3 ,14,4,0
4963,8 ,4 ,9 ,21,5,0
4964,8 ,9 ,9 ,26,1,1
4965,5 ,1 ,6 ,12,5,0
4966,6 ,5 ,6 ,17,1,1
4967,3 ,1 ,8 ,12,7,0
4968,0 ,0 ,8 ,8,8,1
4969,0 ,1 ,0 ,1,1,1
4970,4 ,0 ,3 ,7,4,0
4971,8 ,6 ,9 ,23,3,0
4972,6 ,2 ,8 ,16,6,0
4973,1 ,1 ,1 ,3,0,1
4974,8 ,6 ,0 ,14,8,0
4975,7 ,8 ,5 ,20,3,0
4976,2 ,8 ,6 ,16,6,0
4977,9 ,3 ,9 ,21,6,1
4978,7 ,6 ,4 ,17,3,0
4979,6 ,9 ,8 ,23,3,0
4980,6 ,0 ,7 ,13,7,0
4981,8 ,1 ,8 ,17,7,1
4982,8 ,1 ,9 ,18,8,0
4983,3 ,7 ,3 ,13,4,1
4984,4 ,5 ,1 ,10,4,0
4985,3 ,6 ,9 ,18,6,0
4986,0 ,7 ,0 ,7,7,1
4987,4 ,3 ,4 ,11,1,1
4988,9 ,8 ,0 ,17,9,0
4989,2 ,6 ,1 ,9,5,0
4990,9 ,9 ,6 ,24,3,1
4991,3 ,6 ,9 ,18,6,0
4992,6 ,2 ,4 ,12,4,0
4993,2 ,5 ,4 ,11,3,0
4994,0 ,1 ,4 ,5,4,0
4995,0 ,7 ,9 ,16,9,0
4996,0 ,7 ,0 ,7,7,1
4997,6 ,4 ,2 ,12,4,0
4998,6 ,5 ,5 ,16,1,1
4999,1 ,3 ,4 ,8,3,0
5000,6 ,1 ,2 ,9,5,0
5001,2 ,2 ,9 ,13,7,1
5002,2 ,3 ,2 ,7,1,1
5003,9 ,9 ,7 ,25,2,1
5004,6 ,8 ,0 ,14,8,0
5005,4 ,6 ,1 ,11,5,0
5006,9 ,9 ,3 ,21,6,1
5007,4 ,3 ,8 ,15,5,0
5008,3 ,9 ,1 ,13,8,0
5009,3 ,5 ,6 ,14,3,0
5010,3 ,4 ,4 ,11,1,1
5011,4 ,7 ,5 ,16,3,0
5012,2 ,5 ,8 ,15,6,0
5013,2 ,6 ,1 ,9,5,0
5014,8 ,7 ,9 ,24,2,0
5015,2 ,7 ,3 ,12,5,0
5016,1 ,5 ,9 ,15,8,0
5017,6 ,7 ,1 ,14,6,0
5018,5 ,8 ,1 ,14,7,0
5019,7 ,0 ,9 ,16,9,0
5020,9 ,5 ,2 ,16,7,0
5021,5 ,8 ,3 ,16,5,0
5022,3 ,5 ,3 ,11,2,1
5023,8 ,0 ,2 ,10,8,0
5024,8 ,1 ,5 ,14,7,0
5025,1 ,8 ,0 ,9,8,0
5026,3 ,2 ,4 ,9,2,0
5027,9 ,3 ,8 ,20,6,0
5028,3 ,4 ,9 ,16,6,0
5029,4 ,4 ,7 ,15,3,1
5030,5 ,3 ,1 ,9,4,0
5031,5 ,6 ,3 ,14,3,0
5032,2 ,7 ,8 ,17,6,0
5033,5 ,2 ,1 ,8,4,0
5034,6 ,9 ,9 ,24,3,1
5035,9 ,1 ,6 ,16,8,0
5036,7 ,2 ,9 ,18,7,0
5037,6 ,2 ,4 ,12,4,0
5038,1 ,1 ,0 ,2,1,1
5039,3 ,2 ,4 ,9,2,0
5040,2 ,8 ,0 ,10,8,0
5041,4 ,1 ,6 ,11,5,0
5042,0 ,2 ,6 ,8,6,0
5043,2 ,9 ,3 ,14,7,0
5044,5 ,9 ,2 ,16,7,0
5045,7 ,7 ,8 ,22,1,1
5046,3 ,8 ,7 ,18,5,0
5047,6 ,0 ,6 ,12,6,1
5048,9 ,8 ,1 ,18,8,0
5049,9 ,6 ,8 ,23,3,0
5050,4 ,6 ,8 ,18,4,0
5051,9 ,6 ,0 ,15,9,0
5052,2 ,4 ,8 ,14,6,0
5053,1 ,4 ,3 ,8,3,0
5054,5 ,1 ,9 ,15,8,0
5055,7 ,0 ,1 ,8,7,0
5056,5 ,5 ,7 ,17,2,1
5057,0 ,1 ,0 ,1,1,1
5058,6 ,9 ,2 ,17,7,0
5059,3 ,8 ,3 ,14,5,1
5060,6 ,0 ,6 ,12,6,1
5061,8 ,5 ,1 ,14,7,0
5062,7 ,3 ,9 ,19,6,0
5063,7 ,3 ,1 ,11,6,0
5064,5 ,2 ,8 ,15,6,0
5065,6 ,4 ,1 ,11,5,0
5066,9 ,4 ,9 ,22,5,1
5067,3 ,2 ,8 ,13,6,0
5068,5 ,5 ,3 ,13,2,1
5069,9 ,4 ,1 ,14,8,0
5070,5 ,4 ,3 ,12,2,0
5071,1 ,2 ,6 ,9,5,0
5072,7 ,4 ,1 ,12,6,0
5073,0 ,3 ,9 ,12,9,0
5074,7 ,5 ,4 ,16,3,0
5075,8 ,0 ,3 ,11,8,0
5076,3 ,5 ,6 ,14,3,0
5077,0 ,6 ,2 ,8,6,0
5078,4 ,5 ,0 ,9,5,0
5079,1 ,8 ,1 ,10,7,1
5080,0 ,0 ,1 ,1,1,1
5081,0 ,7 ,5 ,12,7,0
5082,6 ,4 ,3 ,13,3,0
5083,8 ,9 ,6 ,23,3,0
5084,6 ,5 ,0 ,11,6,0
5085,0 ,2 ,0 ,2,2,1
5086,8 ,1 ,5 ,14,7,0
5087,7 ,7 ,7 ,21,0,1
5088,8 ,4 ,5 ,17,4,0
5089,6 ,4 ,4 ,14,2,1
5090,7 ,1 ,7 ,15,6,1
5091,9 ,0 ,8 ,17,9,0
5092,0 ,7 ,5 ,12,7,0
5093,2 ,6 ,1 ,9,5,0
5094,6 ,3 ,5 ,14,3,0
5095,6 ,4 ,0 ,10,6,0
5096,2 ,8 ,9 ,19,7,0
5097,2 ,8 ,2 ,12,6,1
5098,9 ,6 ,7 ,22,3,0
5099,2 ,4 ,9 ,15,7,0
5100,0 ,9 ,9 ,18,9,1
5101,4 ,7 ,3 ,14,4,0
5102,1 ,1 ,1 ,3,0,1
5103,9 ,5 ,4 ,18,5,0
5104,4 ,0 ,5 ,9,5,0
5105,8 ,7 ,5 ,20,3,0
5106,6 ,2 ,2 ,10,4,1
5107,8 ,2 ,4 ,14,6,0
5108,7 ,0 ,4 ,11,7,0
5109,3 ,4 ,8 ,15,5,0
5110,5 ,3 ,2 ,10,3,0
5111,4 ,1 ,4 ,9,3,1
5112,2 ,1 ,7 ,10,6,0
5113,5 ,5 ,1 ,11,4,1
5114,0 ,6 ,1 ,7,6,0
5115,2 ,8 ,2 ,12,6,1
5116,1 ,2 ,6 ,9,5,0
5117,9 ,0 ,0 ,9,9,1
5118,6 ,9 ,9 ,24,3,1
5119,0 ,4 ,3 ,7,4,0
5120,2 ,3 ,8 ,13,6,0
5121,4 ,8 ,0 ,12,8,0
5122,1 ,0 ,0 ,1,1,1
5123,6 ,5 ,0 ,11,6,0
5124,3 ,3 ,6 ,12,3,1
5125,3 ,4 ,0 ,7,4,0
5126,6 ,7 ,9 ,22,3,0
5127,9 ,8 ,1 ,18,8,0
5128,6 ,3 ,1 ,10,5,0
5129,4 ,2 ,5 ,11,3,0
5130,3 ,2 ,6 ,11,4,0
5131,7 ,0 ,3 ,10,7,0
5132,3 ,0 ,8 ,11,8,0
5133,9 ,3 ,6 ,18,6,0
5134,8 ,4 ,3 ,15,5,0
5135,7 ,6 ,2 ,15,5,0
5136,7 ,0 ,8 ,15,8,0
5137,9 ,1 ,4 ,14,8,0
5138,5 ,9 ,4 ,18,5,0
5139,1 ,3 ,4 ,8,3,0
5140,9 ,5 ,7 ,21,4,0
5141,1 ,2 ,3 ,6,2,0
5142,6 ,4 ,1 ,11,5,0
5143,8 ,6 ,2 ,16,6,0
5144,7 ,5 ,3 ,15,4,0
5145,4 ,5 ,3 ,12,2,0
5146,6 ,9 ,1 ,16,8,0
5147,1 ,0 ,7 ,8,7,0
5148,7 ,3 ,2 ,12,5,0
5149,6 ,1 ,9 ,16,8,0
5150,3 ,9 ,3 ,15,6,1
5151,5 ,6 ,0 ,11,6,0
5152,2 ,5 ,0 ,7,5,0
5153,7 ,8 ,7 ,22,1,1
5154,6 ,8 ,8 ,22,2,1
5155,4 ,3 ,5 ,12,2,0
5156,5 ,0 ,3 ,8,5,0
5157,6 ,2 ,5 ,13,4,0
5158,9 ,4 ,1 ,14,8,0
5159,7 ,6 ,1 ,14,6,0
5160,9 ,8 ,9 ,26,1,1
5161,8 ,1 ,3 ,12,7,0
5162,7 ,5 ,3 ,15,4,0
5163,9 ,1 ,2 ,12,8,0
5164,3 ,3 ,6 ,12,3,1
5165,4 ,9 ,8 ,21,5,0
5166,1 ,7 ,4 ,12,6,0
5167,8 ,3 ,9 ,20,6,0
5168,7 ,8 ,4 ,19,4,0
5169,2 ,7 ,8 ,17,6,0
5170,1 ,5 ,1 ,7,4,1
5171,9 ,2 ,0 ,11,9,0
5172,6 ,9 ,1 ,16,8,0
5173,0 ,1 ,7 ,8,7,0
5174,0 ,4 ,1 ,5,4,0
5175,6 ,3 ,4 ,13,3,0
5176,0 ,3 ,3 ,6,3,1
5177,2 ,7 ,3 ,12,5,0
5178,0 ,4 ,1 ,5,4,0
5179,3 ,9 ,6 ,18,6,0
5180,2 ,4 ,9 ,15,7,0
5181,1 ,1 ,9 ,11,8,1
5182,7 ,0 ,6 ,13,7,0
5183,9 ,0 ,9 ,18,9,1
5184,5 ,9 ,8 ,22,4,0
5185,3 ,2 ,3 ,8,1,1
5186,6 ,9 ,5 ,20,4,0
5187,0 ,0 ,7 ,7,7,1
5188,6 ,4 ,1 ,11,5,0
5189,7 ,1 ,2 ,10,6,0
5190,1 ,9 ,5 ,15,8,0
5191,2 ,4 ,4 ,10,2,1
5192,3 ,8 ,7 ,18,5,0
5193,6 ,5 ,9 ,20,4,0
5194,8 ,6 ,9 ,23,3,0
5195,4 ,8 ,9 ,21,5,0
5196,6 ,9 ,5 ,20,4,0
5197,7 ,0 ,3 ,10,7,0
5198,3 ,8 ,0 ,11,8,0
5199,6 ,1 ,8 ,15,7,0
5200,1 ,3 ,9 ,13,8,0
5201,0 ,9 ,9 ,18,9,1
5202,7 ,9 ,0 ,16,9,0
5203,8 ,2 ,3 ,13,6,0
5204,3 ,0 ,8 ,11,8,0
5205,6 ,6 ,1 ,13,5,1
5206,6 ,9 ,5 ,20,4,0
5207,4 ,0 ,7 ,11,7,0
5208,6 ,1 ,0 ,7,6,0
5209,9 ,0 ,7 ,16,9,0
5210,9 ,1 ,5 ,15,8,0
5211,3 ,0 ,3 ,6,3,1
5212,3 ,4 ,7 ,14,4,0
5213,9 ,3 ,2 ,14,7,0
5214,3 ,2 ,0 ,5,3,0
5215,7 ,8 ,4 ,19,4,0
5216,9 ,7 ,5 ,21,4,0
5217,3 ,2 ,9 ,14,7,0
5218,4 ,9 ,9 ,22,5,1
5219,1 ,7 ,3 ,11,6,0
5220,5 ,9 ,6 ,20,4,0
5221,9 ,5 ,0 ,14,9,0
5222,0 ,2 ,3 ,5,3,0
5223,2 ,7 ,9 ,18,7,0
5224,6 ,3 ,4 ,13,3,0
5225,0 ,3 ,8 ,11,8,0
5226,1 ,7 ,3 ,11,6,0
5227,9 ,4 ,2 ,15,7,0
5228,1 ,4 ,4 ,9,3,1
5229,3 ,3 ,4 ,10,1,1
5230,0 ,3 ,8 ,11,8,0
5231,2 ,3 ,3 ,8,1,1
5232,4 ,1 ,0 ,5,4,0
5233,3 ,6 ,7 ,16,4,0
5234,8 ,0 ,8 ,16,8,1
5235,4 ,0 ,4 ,8,4,1
5236,2 ,9 ,7 ,18,7,0
5237,2 ,7 ,8 ,17,6,0
5238,2 ,1 ,2 ,5,1,1
5239,2 ,8 ,9 ,19,7,0
5240,6 ,9 ,8 ,23,3,0
5241,1 ,8 ,8 ,17,7,1
5242,3 ,7 ,8 ,18,5,0
5243,4 ,9 ,7 ,20,5,0
5244,4 ,5 ,8 ,17,4,0
5245,1 ,3 ,2 ,6,2,0
5246,6 ,9 ,4 ,19,5,0
5247,2 ,0 ,4 ,6,4,0
5248,5 ,5 ,4 ,14,1,1
5249,8 ,9 ,1 ,18,8,0
5250,5 ,3 ,1 ,9,4,0
5251,0 ,3 ,7 ,10,7,0
5252,5 ,6 ,0 ,11,6,0
5253,0 ,8 ,7 ,15,8,0
5254,4 ,9 ,9 ,22,5,1
5255,3 ,9 ,5 ,17,6,0
5256,4 ,4 ,6 ,14,2,1
5257,6 ,9 ,9 ,24,3,1
5258,7 ,6 ,0 ,13,7,0
5259,3 ,1 ,9 ,13,8,0
5260,4 ,4 ,1 ,9,3,1
5261,1 ,3 ,9 ,13,8,0
5262,1 ,0 ,9 ,10,9,0
5263,4 ,1 ,6 ,11,5,0
5264,8 ,6 ,0 ,14,8,0
5265,0 ,5 ,2 ,7,5,0
5266,2 ,6 ,5 ,13,4,0
5267,5 ,6 ,4 ,15,2,0
5268,4 ,5 ,1 ,10,4,0
5269,6 ,2 ,8 ,16,6,0
5270,9 ,7 ,6 ,22,3,0
5271,2 ,6 ,6 ,14,4,1
5272,3 ,2 ,8 ,13,6,0
5273,0 ,6 ,1 ,7,6,0
5274,0 ,4 ,9 ,13,9,0
5275,6 ,5 ,9 ,20,4,0
5276,4 ,8 ,9 ,21,5,0
5277,8 ,9 ,8 ,25,1,1
5278,5 ,2 ,5 ,12,3,1
5279,9 ,1 ,4 ,14,8,0
5280,9 ,8 ,9 ,26,1,1
5281,1 ,0 ,5 ,6,5,0
5282,8 ,6 ,0 ,14,8,0
5283,4 ,1 ,1 ,6,3,1
5284,4 ,4 ,3 ,11,1,1
5285,3 ,7 ,3 ,13,4,1
5286,5 ,6 ,5 ,16,1,1
5287,8 ,8 ,3 ,19,5,1
5288,8 ,7 ,4 ,19,4,0
5289,2 ,7 ,7 ,16,5,1
5290,0 ,8 ,5 ,13,8,0
5291,4 ,3 ,5 ,12,2,0
5292,6 ,2 ,4 ,12,4,0
5293,3 ,7 ,8 ,18,5,0
5294,9 ,9 ,8 ,26,1,1
5295,6 ,2 ,6 ,14,4,1
5296,7 ,4 ,0 ,11,7,0
5297,1 ,4 ,3 ,8,3,0
5298,8 ,4 ,8 ,20,4,1
5299,9 ,0 ,7 ,16,9,0
5300,6 ,2 ,1 ,9,5,0
5301,0 ,1 ,0 ,1,1,1
5302,3 ,5 ,9 ,17,6,0
5303,4 ,3 ,0 ,7,4,0
5304,1 ,3 ,7 ,11,6,0
5305,5 ,0 ,7 ,12,7,0
5306,3 ,2 ,6 ,11,4,0
5307,3 ,3 ,4 ,10,1,1
5308,7 ,8 ,9 ,24,2,0
5309,7 ,8 ,4 ,19,4,0
5310,1 ,6 ,0 ,7,6,0
5311,6 ,5 ,1 ,12,5,0
5312,0 ,4 ,5 ,9,5,0
5313,8 ,0 ,5 ,13,8,0
5314,5 ,7 ,2 ,14,5,0
5315,6 ,5 ,6 ,17,1,1
5316,8 ,0 ,1 ,9,8,0
5317,8 ,5 ,6 ,19,3,0
5318,7 ,4 ,4 ,15,3,1
5319,0 ,7 ,3 ,10,7,0
5320,9 ,9 ,7 ,25,2,1
5321,7 ,4 ,3 ,14,4,0
5322,8 ,3 ,0 ,11,8,0
5323,0 ,4 ,5 ,9,5,0
5324,3 ,9 ,8 ,20,6,0
5325,1 ,1 ,3 ,5,2,1
5326,3 ,7 ,3 ,13,4,1
5327,1 ,5 ,7 ,13,6,0
5328,8 ,8 ,8 ,24,0,1
5329,7 ,7 ,4 ,18,3,1
5330,2 ,4 ,3 ,9,2,0
5331,4 ,7 ,0 ,11,7,0
5332,5 ,5 ,7 ,17,2,1
5333,5 ,2 ,9 ,16,7,0
5334,8 ,3 ,2 ,13,6,0
5335,1 ,5 ,3 ,9,4,0
5336,8 ,7 ,7 ,22,1,1
5337,6 ,6 ,3 ,15,3,1
5338,9 ,6 ,1 ,16,8,0
5339,6 ,9 ,0 ,15,9,0
5340,8 ,3 ,1 ,12,7,0
5341,7 ,0 ,9 ,16,9,0
5342,2 ,4 ,4 ,10,2,1
5343,3 ,1 ,8 ,12,7,0
5344,9 ,8 ,3 ,20,6,0
5345,7 ,7 ,6 ,20,1,1
5346,0 ,5 ,4 ,9,5,0
5347,1 ,8 ,9 ,18,8,0
5348,5 ,5 ,0 ,10,5,1
5349,0 ,9 ,7 ,16,9,0
5350,2 ,9 ,9 ,20,7,1
5351,3 ,0 ,1 ,4,3,0
5352,2 ,6 ,2 ,10,4,1
5353,4 ,9 ,3 ,16,6,0
5354,1 ,5 ,1 ,7,4,1
5355,4 ,4 ,8 ,16,4,1
5356,2 ,2 ,5 ,9,3,1
5357,3 ,6 ,7 ,16,4,0
5358,5 ,5 ,9 ,19,4,1
5359,0 ,2 ,9 ,11,9,0
5360,8 ,0 ,6 ,14,8,0
5361,2 ,8 ,9 ,19,7,0
5362,0 ,4 ,9 ,13,9,0
5363,3 ,8 ,3 ,14,5,1
5364,8 ,1 ,8 ,17,7,1
5365,0 ,1 ,6 ,7,6,0
5366,0 ,8 ,4 ,12,8,0
5367,4 ,2 ,8 ,14,6,0
5368,9 ,4 ,2 ,15,7,0
5369,1 ,2 ,5 ,8,4,0
5370,4 ,1 ,5 ,10,4,0
5371,1 ,1 ,0 ,2,1,1
5372,8 ,8 ,3 ,19,5,1
5373,3 ,6 ,9 ,18,6,0
5374,7 ,7 ,9 ,23,2,1
5375,6 ,5 ,0 ,11,6,0
5376,3 ,1 ,7 ,11,6,0
5377,2 ,4 ,6 ,12,4,0
5378,8 ,8 ,8 ,24,0,1
5379,7 ,8 ,3 ,18,5,0
5380,1 ,6 ,9 ,16,8,0
5381,2 ,0 ,2 ,4,2,1
5382,9 ,7 ,6 ,22,3,0
5383,9 ,0 ,9 ,18,9,1
5384,1 ,2 ,5 ,8,4,0
5385,5 ,8 ,2 ,15,6,0
5386,2 ,2 ,1 ,5,1,1
5387,9 ,5 ,0 ,14,9,0
5388,4 ,6 ,9 ,19,5,0
5389,8 ,1 ,7 ,16,7,0
5390,3 ,1 ,5 ,9,4,0
5391,6 ,0 ,6 ,12,6,1
5392,8 ,9 ,3 ,20,6,0
5393,8 ,5 ,4 ,17,4,0
5394,0 ,2 ,8 ,10,8,0
5395,2 ,5 ,0 ,7,5,0
5396,7 ,0 ,9 ,16,9,0
5397,3 ,5 ,9 ,17,6,0
5398,2 ,5 ,9 ,16,7,0
5399,8 ,7 ,3 ,18,5,0
5400,1 ,9 ,3 ,13,8,0
5401,2 ,7 ,2 ,11,5,1
5402,1 ,0 ,7 ,8,7,0
5403,3 ,7 ,6 ,16,4,0
5404,2 ,3 ,7 ,12,5,0
5405,1 ,1 ,4 ,6,3,1
5406,3 ,4 ,8 ,15,5,0
5407,6 ,2 ,4 ,12,4,0
5408,6 ,5 ,0 ,11,6,0
5409,8 ,9 ,7 ,24,2,0
5410,1 ,3 ,4 ,8,3,0
5411,3 ,9 ,5 ,17,6,0
5412,8 ,9 ,9 ,26,1,1
5413,4 ,8 ,0 ,12,8,0
5414,0 ,0 ,0 ,0,0,1
5415,0 ,5 ,0 ,5,5,1
5416,8 ,6 ,1 ,15,7,0
5417,6 ,7 ,9 ,22,3,0
5418,5 ,7 ,0 ,12,7,0
5419,9 ,4 ,5 ,18,5,0
5420,5 ,5 ,7 ,17,2,1
5421,0 ,3 ,6 ,9,6,0
5422,2 ,7 ,8 ,17,6,0
5423,7 ,0 ,2 ,9,7,0
5424,7 ,3 ,1 ,11,6,0
5425,6 ,5 ,2 ,13,4,0
5426,7 ,5 ,4 ,16,3,0
5427,2 ,7 ,6 ,15,5,0
5428,1 ,0 ,2 ,3,2,0
5429,2 ,4 ,2 ,8,2,1
5430,2 ,6 ,2 ,10,4,1
5431,1 ,4 ,3 ,8,3,0
5432,8 ,6 ,8 ,22,2,1
5433,4 ,5 ,4 ,13,1,1
5434,9 ,7 ,5 ,21,4,0
5435,8 ,6 ,4 ,18,4,0
5436,1 ,5 ,8 ,14,7,0
5437,5 ,7 ,7 ,19,2,1
5438,3 ,2 ,2 ,7,1,1
5439,6 ,4 ,4 ,14,2,1
5440,9 ,1 ,0 ,10,9,0
5441,5 ,1 ,8 ,14,7,0
5442,2 ,3 ,1 ,6,2,0
5443,8 ,8 ,2 ,18,6,1
5444,1 ,7 ,4 ,12,6,0
5445,0 ,7 ,5 ,12,7,0
5446,5 ,7 ,6 ,18,2,0
5447,7 ,8 ,7 ,22,1,1
5448,0 ,7 ,4 ,11,7,0
5449,0 ,2 ,0 ,2,2,1
5450,4 ,4 ,9 ,17,5,1
5451,4 ,8 ,7 ,19,4,0
5452,7 ,3 ,5 ,15,4,0
5453,1 ,2 ,9 ,12,8,0
5454,6 ,2 ,5 ,13,4,0
5455,1 ,0 ,5 ,6,5,0
5456,8 ,2 ,2 ,12,6,1
5457,5 ,6 ,0 ,11,6,0
5458,6 ,9 ,7 ,22,3,0
5459,3 ,7 ,7 ,17,4,1
5460,3 ,6 ,6 ,15,3,1
5461,5 ,1 ,8 ,14,7,0
5462,3 ,9 ,0 ,12,9,0
5463,3 ,4 ,1 ,8,3,0
5464,3 ,0 ,5 ,8,5,0
5465,8 ,4 ,0 ,12,8,0
5466,5 ,7 ,3 ,15,4,0
5467,5 ,9 ,3 ,17,6,0
5468,4 ,7 ,0 ,11,7,0
5469,7 ,4 ,9 ,20,5,0
5470,4 ,0 ,7 ,11,7,0
5471,0 ,4 ,6 ,10,6,0
5472,5 ,9 ,6 ,20,4,0
5473,8 ,0 ,9 ,17,9,0
5474,6 ,9 ,8 ,23,3,0
5475,3 ,5 ,0 ,8,5,0
5476,5 ,2 ,4 ,11,3,0
5477,4 ,2 ,1 ,7,3,0
5478,9 ,3 ,6 ,18,6,0
5479,7 ,2 ,5 ,14,5,0
5480,5 ,5 ,7 ,17,2,1
5481,4 ,8 ,8 ,20,4,1
5482,2 ,6 ,6 ,14,4,1
5483,3 ,3 ,1 ,7,2,1
5484,6 ,9 ,5 ,20,4,0
5485,7 ,4 ,5 ,16,3,0
5486,1 ,6 ,7 ,14,6,0
5487,1 ,6 ,0 ,7,6,0
5488,8 ,1 ,4 ,13,7,0
5489,7 ,3 ,1 ,11,6,0
5490,6 ,0 ,5 ,11,6,0
5491,5 ,0 ,9 ,14,9,0
5492,2 ,8 ,4 ,14,6,0
5493,4 ,3 ,9 ,16,6,0
5494,0 ,4 ,5 ,9,5,0
5495,0 ,0 ,8 ,8,8,1
5496,0 ,1 ,5 ,6,5,0
5497,8 ,7 ,8 ,23,1,1
5498,4 ,9 ,9 ,22,5,1
5499,6 ,2 ,3 ,11,4,0
5500,0 ,5 ,5 ,10,5,1
5501,5 ,6 ,6 ,17,1,1
5502,6 ,7 ,6 ,19,1,1
5503,4 ,8 ,2 ,14,6,0
5504,5 ,5 ,6 ,16,1,1
5505,9 ,2 ,0 ,11,9,0
5506,3 ,5 ,9 ,17,6,0
5507,0 ,7 ,7 ,14,7,1
5508,8 ,8 ,8 ,24,0,1
5509,1 ,1 ,9 ,11,8,1
5510,1 ,8 ,1 ,10,7,1
5511,6 ,9 ,5 ,20,4,0
5512,6 ,1 ,4 ,11,5,0
5513,1 ,1 ,5 ,7,4,1
5514,8 ,7 ,7 ,22,1,1
5515,6 ,9 ,8 ,23,3,0
5516,5 ,8 ,5 ,18,3,1
5517,9 ,4 ,5 ,18,5,0
5518,5 ,4 ,9 ,18,5,0
5519,2 ,9 ,9 ,20,7,1
5520,7 ,3 ,9 ,19,6,0
5521,7 ,3 ,9 ,19,6,0
5522,1 ,1 ,3 ,5,2,1
5523,0 ,7 ,6 ,13,7,0
5524,7 ,0 ,7 ,14,7,1
5525,6 ,0 ,8 ,14,8,0
5526,3 ,6 ,3 ,12,3,1
5527,9 ,3 ,5 ,17,6,0
5528,2 ,4 ,8 ,14,6,0
5529,1 ,7 ,3 ,11,6,0
5530,2 ,8 ,5 ,15,6,0
5531,8 ,7 ,2 ,17,6,0
5532,2 ,1 ,0 ,3,2,0
5533,7 ,9 ,7 ,23,2,1
5534,3 ,9 ,8 ,20,6,0
5535,0 ,0 ,8 ,8,8,1
5536,3 ,1 ,2 ,6,2,0
5537,3 ,3 ,3 ,9,0,1
5538,4 ,9 ,6 ,19,5,0
5539,4 ,7 ,1 ,12,6,0
5540,1 ,3 ,6 ,10,5,0
5541,8 ,5 ,4 ,17,4,0
5542,8 ,8 ,1 ,17,7,1
5543,3 ,4 ,6 ,13,3,0
5544,5 ,5 ,8 ,18,3,1
5545,6 ,9 ,4 ,19,5,0
5546,4 ,1 ,4 ,9,3,1
5547,0 ,0 ,1 ,1,1,1
5548,2 ,7 ,6 ,15,5,0
5549,9 ,7 ,5 ,21,4,0
5550,7 ,4 ,4 ,15,3,1
5551,1 ,5 ,9 ,15,8,0
5552,3 ,6 ,4 ,13,3,0
5553,5 ,6 ,9 ,20,4,0
5554,1 ,4 ,8 ,13,7,0
5555,9 ,9 ,4 ,22,5,1
5556,8 ,9 ,9 ,26,1,1
5557,2 ,2 ,8 ,12,6,1
5558,0 ,3 ,3 ,6,3,1
5559,6 ,1 ,3 ,10,5,0
5560,7 ,4 ,1 ,12,6,0
5561,5 ,6 ,2 ,13,4,0
5562,8 ,8 ,3 ,19,5,1
5563,5 ,6 ,7 ,18,2,0
5564,4 ,0 ,6 ,10,6,0
5565,3 ,5 ,2 ,10,3,0
5566,4 ,6 ,6 ,16,2,1
5567,6 ,8 ,6 ,20,2,1
5568,1 ,7 ,4 ,12,6,0
5569,6 ,8 ,1 ,15,7,0
5570,7 ,0 ,3 ,10,7,0
5571,3 ,6 ,7 ,16,4,0
5572,8 ,2 ,7 ,17,6,0
5573,3 ,5 ,8 ,16,5,0
5574,9 ,9 ,6 ,24,3,1
5575,0 ,7 ,0 ,7,7,1
5576,0 ,5 ,3 ,8,5,0
5577,7 ,7 ,0 ,14,7,1
5578,3 ,4 ,4 ,11,1,1
5579,3 ,3 ,1 ,7,2,1
5580,8 ,2 ,2 ,12,6,1
5581,3 ,5 ,4 ,12,2,0
5582,2 ,5 ,6 ,13,4,0
5583,1 ,2 ,4 ,7,3,0
5584,7 ,1 ,6 ,14,6,0
5585,9 ,8 ,6 ,23,3,0
5586,3 ,1 ,3 ,7,2,1
5587,3 ,6 ,9 ,18,6,0
5588,0 ,6 ,3 ,9,6,0
